2026-07-12 19:16:50,550 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-76cfed1d79d34f0693456282c5d27c7c\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-15 10:17:36,902 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-c54c56c3240d4cf39f75277287931de6\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-15 10:18:50,696 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-b902a35996bd47cabdbfb5294bde5bf2\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-15 10:18:52,462 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-670c8b00d76e4304b061ee9b49bb284c\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-15 10:26:21,352 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-445d8b81b72842839f4ae7edfdc99b6a\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-15 10:26:22,827 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-1ef0c325475249bf98ded5ea872a03f6\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-15 10:27:26,389 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-00a1840f6a484f4f9a3e9e5841a3ea4f\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 10:18:23,012 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-70a64e6af4794ab8b67e08772411e082\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 10:18:27,450 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-fab0f87ee764495e97c5fa1501c8da7e\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 10:24:57,171 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-bdd6fffeb7e440db92364885bfaaae59\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 10:24:58,430 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-d15813f933ea40b5a3d6dbdf77a3f92e\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 12:09:54,850 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-770aec5de261498d876f563c3465b594\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 12:10:08,533 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-9d373835754349188c1f3b11dd445924\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 12:15:17,505 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-6b4b9420cf454a3589d774cb27dd201c\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 20:40:33,681 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-39671f9dd82a4d6d88c1d88c124f1133\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 20:40:34,336 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-91e64b2e710845eb81c7d99189204e2e\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 20:40:36,191 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-50f624138a2b4db4b98e32d56b89d840\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 20:42:48,730 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-4038d6ca31454a96988054f709ae70e2\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 20:42:49,404 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-615fc833b7cf4ec88b27dfc052e0a7ee\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 20:42:51,282 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-ca73907f81af41398d389e52d4be0a0d\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 20:44:30,658 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-d645187c377e4e7081c703bed4a6eaf1\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 20:44:31,507 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-be161ff2c8fd44e08cbb377e65ad775f\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 20:44:33,573 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-4f978ae2ca234b89bbaaca72ba0bcfca\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 20:47:10,924 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-8dc069592e524db4b556e67ee37f2099\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 20:47:12,683 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-964bab8feca046a990b7524e52375364\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 20:49:50,218 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-6b1cd447534f43f5a8c306ca2a111799\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 20:49:52,039 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-c6cbed42e61946d5b1036199cca380e8\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 20:53:22,081 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-a7cb8b8d14fd4a539b19613509cc1fa9\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 20:53:23,813 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-03871f11272a4cef93ec4b4c12f8a979\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 21:26:34,828 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-6a7db84a23144215a91fa3a6772a654f\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 21:26:36,707 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-104f43cf74cf49a6898b748a9f8fe131\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 21:29:15,385 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-ac52bc1799404f1d888508d344f6dcc2\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 21:29:17,126 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-edb00b3fde42430f9df6281e6f7bb4a7\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 22:19:52,543 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-7d291b4d26744734b6f00cfebe5532f5\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 22:19:54,295 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-1375709c1b1c4084bfb781946ce5dfdf\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 22:23:49,049 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-64ba8e4065b24b6093d006d511120708\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 22:23:51,500 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-b40b78f0658442bc95585e3c93cedc73\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 22:26:28,193 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-6e7354066d904e798c58908950f87295\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-16 22:26:30,181 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-2b5df74d0794447db17e35fb6a9fa461\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 01:14:10,566 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-bf01341745ce4a7990d2e443be159bdb\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 01:14:15,493 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-cbd3aaa3f790497faf849e0d488f395e\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 01:37:27,257 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-9786587a533141c68060b74de1d0085b\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 01:37:29,216 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-685f55d8a2ec44a497b06ab9ac091897\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 01:39:56,759 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-47e12fd22b6a4aa6b57a449b9251a111\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 01:40:01,091 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-c6bf6a44337249559cfa58dd6f807489\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 01:42:00,725 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-d99e8f3b5cf94331bd5cd8318a821c7c\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 01:42:03,805 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-4ea1341dc0d74448ab7f758e0927d15e\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 01:44:46,677 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-e318ca06558941f2baccff1b2a93ee99\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 01:44:50,400 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-4ff77ba91640410fb283e0028c123447\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 01:49:26,788 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-834608218ccd47c69055f9d3ed03b4f8\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 09:40:44,840 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-0726a2a8608840e0bdcb8dd9f6dbd463\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 09:40:45,465 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-899e7106504c4d139f6c84d7a15f8f59\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 09:40:47,159 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-cce3fd7d0e064f7cbb0d150ede6b2208\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 09:44:49,602 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-70275e99f015428f95d4e6b4944dbcd3\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 09:44:50,857 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-f914482e984a41fa9ed1165ac9a68c74\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 11:09:16,974 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-b0f028b9351d49f7b439e49dd4557bc1\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 11:09:17,753 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-e2c48103de3a46b58d4cf58418b66f15\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 11:09:20,550 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-a6c9276323cc4ff3979a23bd40e6d57b\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 11:13:32,639 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-3a09bc2f270e46a9966d5450f905dfc9\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 11:13:33,278 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-44db849f4d574e058d3ea55ee6edd55d\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-17 11:13:35,559 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-fa975c90d8bd41f984ee905b8039d543\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-19 19:21:31,907 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-127e54bfad8f483d99d9783a4e9ae98c\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
2026-07-19 19:21:36,086 INFO app.notify: notifier online for trial 12345678-1234-4234-8234-123456789abd (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-42690933c0fd46f680631f3a40d12c60\12345678-1234-4234-8234-123456789abd, push_targets=0, config=ok)
