2026-07-12 19:15:47,675 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-d54377852449450cb21b5259beeabeba\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 10:17:00,686 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-8f4b37a870d84b64be697a681619cde4\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 10:17:02,951 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-eb17cf83b94e4c6b94108e108ef6755c\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 10:24:30,098 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-4a6df6b784b94669adbf0327d681a009\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 10:24:31,480 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-e4c94712e31b40449c8d8bf2be2b55d7\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 10:24:32,324 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-953272f4feb242fb8d0f965938eac108\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 10:24:33,782 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-91b2386ed5904fedbb3d1f18403a50c3\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 10:24:34,503 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-d6e735e9549948d6bd9b2e255e208483\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 10:24:35,256 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-23a49518d68a4afeaab1e1bef31e3e78\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 10:24:36,431 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-99ea6ae77c4e4ac1b73ab0caa432bb42\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 10:24:38,204 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-7febe3e2b73243068e2b09502062fc45\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:57:48,882 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-0bcabe6c7c86406492c2f1e1122ff682\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:57:49,573 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-21b1d498466b49a9a3b48267c440440c\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:57:50,176 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-cf6c088cb4374104a403a36d4c56ed61\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:57:52,154 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-33065eec20fb4acab444785ac1fe5ed0\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:57:53,249 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-800f7d9891d64811b83e20fb5be9d578\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:57:54,238 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-bbbc2c4636be4f839970f34a3b66dcc7\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:58:14,063 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-301ee7860b584f8ba2565a93e179aa49\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:58:16,737 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-c6e11abcaae04cb2b03e0999a7a5f961\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:58:17,677 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-3f4704fea3a64980b506e3054f921acd\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:58:18,577 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-58b2c77d089d48a497d8d1d92df9ae05\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:58:19,630 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-40cb500b9e30471b8ddbcdb33fdfffb3\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:58:20,600 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-5499c78c0bf44b278a5304e5317a31ea\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:58:21,593 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-4a540631079a46508c26aaa70e5a589c\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:58:22,540 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-3b1b2d802ff24682aa9cd55bf22b212e\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:58:23,528 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-ba96b062a0514fa8b1d11c534e7bf511\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:58:41,906 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-6624d6f4385e4d9eaf4b3f9fac752eda\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:59:01,116 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-8fa66258c3ab4b36998457b79ac7ce42\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 11:59:29,120 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-6456ac129abd421f90622178e2dae46c\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 20:57:37,619 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-34488031ee6f4db6a586cd9fe8868c3d\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 20:57:40,345 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-765156edefa94fdeaa6f40d206134c69\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 20:57:43,127 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-ce9e657db612455490b807dcb5e10561\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 20:57:44,851 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-f7a2c2f7139342eb955b3f137f2527a9\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 21:01:02,981 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-3f3afecbd7ae40bdab2876bf6c7cd688\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 21:01:05,991 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-7495f858370b44f081ea0a97eba64c69\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 21:01:09,000 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-d0b1e77d2db14397b341eb3386d8a819\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 21:01:10,882 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-edeaf7a1562c424ea7653bb9c44eb221\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 21:02:43,188 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-1065d2610ccd4e5ea1f7ebc046ed8651\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 21:02:46,322 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-816d3a6298db496c9b5cbfaedbd3106b\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 21:02:49,979 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-ed602a7bbe764545ab008f9c8105d68d\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-16 21:02:51,652 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-b09f26616a8444f7a858aa5077525773\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-19 19:19:22,821 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-65dd00b2318346b5bca2eac75184148d\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-19 19:19:36,072 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-819163bffe8749759058e1f6cc235235\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-19 19:19:47,556 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-dad874424eb34b98a65eda6a2a445057\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
2026-07-19 19:19:47,226 INFO app.notify: notifier online for trial 87654321-4321-4234-8321-cba987654321 (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-6ad17e91f0d043268b5f13f45b382c70\87654321-4321-4234-8321-cba987654321, push_targets=0, config=ok)
